"election","election_date","locality","precinct","Early Voting","Election Day","Mailed Absentee","Provisional","Post-Election","TotalVoteTurnout","ActiveRegisteredVoters","InactiveRegisteredVoters","TotalRegisteredVoters"
"2024 November General","11/05/2024 00:00:00","SCOTT COUNTY","302 - SNOWFLAKE","199","319","14","10","","542","713","25","738"
"2024 November General","11/05/2024 00:00:00","SCOTT COUNTY","303 - TWIN SPRINGS","256","307","18","12","","593","795","9","804"
"2024 November General","11/05/2024 00:00:00","SCOTT COUNTY","304 - COPPER CREEK","78","102","4","3","","187","260","11","271"
"2024 November General","11/05/2024 00:00:00","SCOTT COUNTY","401 - GATE CITY","1083","736","87","25","1","1932","2911","103","3014"
"2024 November General","11/05/2024 00:00:00","SCOTT COUNTY","501 - DUNGANNON","131","258","14","5","","408","618","21","639"
"2024 November General","11/05/2024 00:00:00","SCOTT COUNTY","502 - FORT BLACKMORE","169","251","11","5","","436","638","18","656"
"2024 November General","11/05/2024 00:00:00","SCOTT COUNTY","503 - MANVILLE","132","145","13","8","","298","437","14","451"
"2024 November General","11/05/2024 00:00:00","SCOTT COUNTY","504 - RYE COVE","228","363","24","13","","628","864","32","896"
"2024 November General","11/05/2024 00:00:00","SCOTT COUNTY","601 - CLINCHPORT","158","244","27","6","","435","650","20","670"
"2024 November General","11/05/2024 00:00:00","SCOTT COUNTY","602 - DUFFIELD-PATTONSVILLE","214","668","45","21","","948","1319","58","1377"
"2024 November General","11/05/2024 00:00:00","SCOTT COUNTY","603 - FAIRVIEW","55","176","12","6","","249","356","6","362"
"2024 November General","11/05/2024 00:00:00","SCOTT COUNTY","SCOTT COUNTY PROVISIONALS","","","","","","","","",""
"2024 November General","11/05/2024 00:00:00","SHENANDOAH COUNTY","101 - ORKNEY SPRINGS","452","695","91","12","5","1255","1637","77","1714"
"2024 November General","11/05/2024 00:00:00","SHENANDOAH COUNTY","103 - NEW MARKET","843","1712","162","39","7","2763","3656","172","3828"
"2024 November General","11/05/2024 00:00:00","SHENANDOAH COUNTY","201 - CONICVILLE","878","1338","114","16","8","2354","2950","74","3024"
"2024 November General","11/05/2024 00:00:00","SHENANDOAH COUNTY","202 - MT JACKSON","483","1085","68","30","6","1672","2301","88","2389"
"2024 November General","11/05/2024 00:00:00","SHENANDOAH COUNTY","302 - EDINBURG","674","800","60","18","4","1556","1996","69","2065"
"2024 November General","11/05/2024 00:00:00","SHENANDOAH COUNTY","303 - ST LUKE","907","1106","93","17","","2123","2609","81","2690"
"2024 November General","11/05/2024 00:00:00","SHENANDOAH COUNTY","304 - FORT VALLEY","352","558","58","11","7","986","1185","51","1236"
"2024 November General","11/05/2024 00:00:00","SHENANDOAH COUNTY","401 - WOODSTOCK NORTH","1098","734","121","17","3","1973","2608","158","2766"
"2024 November General","11/05/2024 00:00:00","SHENANDOAH COUNTY","402 - WOODSTOCK SOUTH","723","668","117","24","1","1533","2245","134","2379"
"2024 November General","11/05/2024 00:00:00","SHENANDOAH COUNTY","501 - CEDAR CREEK","24","145","5","2","","176","222","10","232"
"2024 November General","11/05/2024 00:00:00","SHENANDOAH COUNTY","503 - TOMS BROOK","1174","1177","141","33","3","2528","3248","126","3374"
"2024 November General","11/05/2024 00:00:00","SHENANDOAH COUNTY","504 - LEBANON CHURCH","611","1104","81","21","5","1822","2252","82","2334"
"2024 November General","11/05/2024 00:00:00","SHENANDOAH COUNTY","601 - STRASBURG WEST","613","1054","118","49","9","1843","2640","165","2805"
"2024 November General","11/05/2024 00:00:00","SHENANDOAH COUNTY","602 - STRASBURG EAST","631","1106","170","39","8","1954","2657","189","2846"
"2024 November General","11/05/2024 00:00:00","SHENANDOAH COUNTY","SHENANDOAH COUNTY PROVISIONALS","","","","","","","","",""
"2024 November General","11/05/2024 00:00:00","SMYTH COUNTY","101 - SALTVILLE","317","1420","110","41","50","1938","2739","104","2843"
"2024 November General","11/05/2024 00:00:00","SMYTH COUNTY","201 - SEVEN MILE FORD","441","905","76","28","0","1450","2008","72","2080"
"2024 November General","11/05/2024 00:00:00","SMYTH COUNTY","202 - RICH VALLEY","97","443","22","7","0","569","781","19","800"
"2024 November General","11/05/2024 00:00:00","SMYTH COUNTY","301 - CHILHOWIE","527","1522","81","25","2","2157","2907","116","3023"
"2024 November General","11/05/2024 00:00:00","SMYTH COUNTY","401 - EAST PARK","678","1118","109","45","15","1965","2751","230","2981"
"2024 November General","11/05/2024 00:00:00","SMYTH COUNTY","501 - ATKINS","242","974","72","19","0","1307","1771","81","1852"
"2024 November General","11/05/2024 00:00:00","SMYTH COUNTY","502 - WASSONA","338","490","79","8","0","915","1177","35","1212"
"2024 November General","11/05/2024 00:00:00","SMYTH COUNTY","601 - ROYAL OAK EAST","402","736","75","32","0","1245","1895","99","1994"
"2024 November General","11/05/2024 00:00:00","SMYTH COUNTY","602 - ROYAL OAK WEST","161","513","25","7","0","706","906","35","941"
"2024 November General","11/05/2024 00:00:00","SMYTH COUNTY","701 - ADWOLFE","292","1008","55","26","26","1407","1838","55","1893"
"2024 November General","11/05/2024 00:00:00","SMYTH COUNTY","702 - SUGAR GROVE","145","615","32","7","0","799","1086","34","1120"
"2024 November General","11/05/2024 00:00:00","SMYTH COUNTY","703 - KONNAROCK","24","98","6","1","0","129","161","3","164"
"2024 November General","11/05/2024 00:00:00","SMYTH COUNTY","SMYTH COUNTY PROVISIONALS","","","","","","","","",""
"2024 November General","11/05/2024 00:00:00","SOUTHAMPTON COUNTY","101 - BERLIN","276","529","43","5","","853","1017","34","1051"
"2024 November General","11/05/2024 00:00:00","SOUTHAMPTON COUNTY","102 - IVOR","240","709","52","24","2","1027","1267","60","1327"
"2024 November General","11/05/2024 00:00:00","SOUTHAMPTON COUNTY","201 - BOYKINS-BRANCHVILLE","331","605","68","11","2","1017","1513","45","1558"
"2024 November General","11/05/2024 00:00:00","SOUTHAMPTON COUNTY","301 - CAPRON-DREWRYVILLE","465","547","88","29","","1129","1511","54","1565"
"2024 November General","11/05/2024 00:00:00","SOUTHAMPTON COUNTY","302 - SEBRELL","326","415","53","5","","799","1017","46","1063"
"2024 November General","11/05/2024 00:00:00","SOUTHAMPTON COUNTY","501 - DARDEN MILL","357","412","68","13","3","853","1056","39","1095"
"2024 November General","11/05/2024 00:00:00","SOUTHAMPTON COUNTY","502 - FAIRGROUNDS","510","379","71","8","1","969","1154","35","1189"
"2024 November General","11/05/2024 00:00:00","SOUTHAMPTON COUNTY","601 - COURTLAND","501","490","96","9","1","1097","1460","94","1554"
"2024 November General","11/05/2024 00:00:00","SOUTHAMPTON COUNTY","602 - SEDLEY","64","183","7","7","","261","305","14","319"
"2024 November General","11/05/2024 00:00:00","SOUTHAMPTON COUNTY","701 - BLACKWATER RIVER","344","561","73","12","","990","1480","97","1577"
"2024 November General","11/05/2024 00:00:00","SOUTHAMPTON COUNTY","702 - NEWSOMS","333","511","48","9","6","907","1174","50","1224"
"2024 November General","11/05/2024 00:00:00","SOUTHAMPTON COUNTY","SOUTHAMPTON COUNTY PROVISIONALS","","","","","","","","",""
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","101 - PARTLOW RURITAN","767","1494","149","34","4","2448","3258","103","3361"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","102 - BERKELEY","955","1433","167","39","8","2602","3615","121","3736"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","103 - JOHN J WRIGHT","1833","1919","390","80","13","4235","5640","176","5816"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","104 - MASSAPONAX HIGH","1295","1338","228","99","6","2966","4160","300","4460"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","201 - WILDERNESS ELEMENTARY","781","937","201","29","7","1955","2633","129","2762"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","202 - FIRE RESCUE 7","1397","1755","385","55","20","3612","4656","194","4850"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","203 - NI RIVER MIDDLE","1440","1340","397","41","20","3238","4049","178","4227"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","204 - CHANCELLOR ELEMENTARY","1156","1457","311","79","11","3014","4168","242","4410"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","301 - SALEM ELEMENTARY","709","930","328","66","6","2039","2897","176","3073"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","302 - SALEM LIBRARY","1453","1335","376","111","17","3292","4499","205","4704"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","303 - RIVERBEND HIGH","1739","1323","549","67","13","3691","4572","177","4749"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","304 - KNIGHTS OF PYTHIAS","1091","892","281","43","4","2311","3194","170","3364"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","401 - COSNER PARK","1028","1200","325","83","3","2639","3526","137","3663"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","402 - GERMANNA CAMPUS","1594","970","346","70","7","2987","4142","271","4413"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","403 - LEE HILL ELEMENTARY","1445","1301","322","79","11","3158","4254","230","4484"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","404 - NEW POST CHURCH","848","742","151","50","5","1796","2393","141","2534"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","501 - BELMONT RURITAN","634","1212","186","40","10","2082","2810","101","2911"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","502 - FIRE RESCUE 2","706","1039","146","24","2","1917","2565","101","2666"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","503 - SPOTSYLVANIA HIGH","754","1126","143","31","2","2056","2699","77","2776"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","504 - PUBLIC SAFETY","1307","1237","259","35","7","2845","3778","165","3943"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","505 - BROCK ROAD ELEMENTARY","1759","1590","510","62","15","3936","4778","141","4919"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","601 - BATTLEFIELD ELEMENTARY","981","1246","274","48","9","2558","3641","169","3810"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","602 - SMITH STATION ELEMENTARY","1223","1483","353","86","17","3162","4338","224","4562"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","603 - CHANCELLOR HIGH","706","971","160","52","1","1890","2799","148","2947"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","604 - COURTHOUSE ROAD ELEMENTARY","978","887","238","42","4","2149","2979","199","3178"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","701 - SPOTSWOOD ELEMENTARY","954","1056","221","74","5","2310","3327","183","3510"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","702 - EASTLAND CHURCH","1067","1114","269","101","7","2558","3798","287","4085"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","703 - LEES PARKE","1112","1411","274","93","11","2901","3961","220","4181"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","704 - COURTLAND ELEMENTARY","1963","980","408","22","2","3375","4069","135","4204"
"2024 November General","11/05/2024 00:00:00","SPOTSYLVANIA COUNTY","SPOTSYLVANIA COUNTY PROVISIONALS","","","","","","","","",""
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","101 - HARTWOOD","1345","1973","393","74","36","3821","4796","266","5062"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","102 - SIMPSON","1106","1212","297","40","22","2677","3339","188","3527"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","103 - COLLEGE","708","1299","214","58","28","2307","2988","172","3160"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","104 - WESTLAKE","598","965","161","29","11","1764","2157","94","2251"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","105 - ROCKY RUN","427","792","118","33","13","1383","1841","204","2045"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","106 - FORGE","489","650","151","55","12","1357","1738","156","1894"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","201 - ROCK HILL","1168","1730","330","76","36","3340","4406","396","4802"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","202 - ROSEVILLE","1186","1165","320","73","16","2760","3490","254","3744"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","203 - RUBY","628","1399","159","59","21","2266","2985","218","3203"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","204 - STEFANIGA","1134","1325","263","58","32","2812","3568","254","3822"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","205 - MOUNT ARARAT","382","613","97","48","12","1152","1561","110","1671"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","301 - STAFFORDBORO","442","758","122","60","14","1396","2114","244","2358"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","302 - WIDEWATER","635","1006","172","67","15","1895","2539","167","2706"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","303 - BARRETT HEIGHTS","376","761","122","45","14","1318","1936","155","2091"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","304 - AQUIA EPISCOPAL","317","361","65","28","11","782","1049","100","1149"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","305 - GRIFFIS","317","367","76","52","5","817","1253","202","1455"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","306 - MIDWAY","593","960","215","84","13","1865","2804","239","3043"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","401 - COURTHOUSE","1062","1179","230","136","32","2639","3835","404","4239"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","402 - BROOKE","864","735","159","31","9","1798","2242","151","2393"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","403 - HARBOUR","489","1028","136","36","15","1704","2252","205","2457"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","404 - GOVERNMENT ISLAND","650","1272","210","46","19","2197","2857","263","3120"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","405 - HOPE","1369","1476","310","93","37","3285","4386","374","4760"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","406 - AQUIA","162","243","41","22","12","480","850","149","999"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","501 - GRAFTON","1173","2060","407","62","57","3759","4722","292","5014"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","502 - FALMOUTH","839","1324","279","65","34","2541","3165","225","3390"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","503 - DREW","1089","1711","294","87","25","3206","4286","294","4580"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","504 - GAYLE","874","1031","368","50","20","2343","3131","218","3349"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","505 - ESKIMO HILL","422","341","76","52","2","893","1254","77","1331"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","601 - FERRY FARM","664","1411","219","50","26","2370","2952","186","3138"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","602 - CHATHAM","752","1696","293","67","32","2840","3728","255","3983"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","603 - WHITE OAK","886","1759","248","32","30","2955","3639","176","3815"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","604 - ENGLAND RUN","257","654","128","68","14","1121","1701","228","1929"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","605 - MELCHERS","1536","1212","606","88","35","3477","4507","231","4738"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","701 - PARK RIDGE","1065","1518","270","93","46","2992","4044","362","4406"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","702 - WHITSON","684","1061","196","103","29","2073","3132","307","3439"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","703 - HAMPTON","1275","1469","324","74","65","3207","4127","337","4464"
"2024 November General","11/05/2024 00:00:00","STAFFORD COUNTY","704 - POOLE ","2027","1670","438","132","65","4332","5423","347","5770"
